upstream_part,up_part_rev,downstream_part,down_part_rev,upstream_output_port,downstream_input_port,start_date,stop_date
CC1R4C3,A,DF3H1,A,b,input,2014-10-01 07:00:00+00:00,
CC1R4C4,A,DF3A3,A,b,input,2014-10-01 07:00:00+00:00,
CC1R4C5,A,DF3C3,A,b,input,2014-10-01 07:00:00+00:00,
CC1R4C6,A,DF2E1,A,b,input,2014-10-01 07:00:00+00:00,
CC1R4C7,A,DF2F3,A,b,input,2014-10-01 07:00:00+00:00,
CC1R4C8,A,DF2H1,A,b,input,2014-10-01 07:00:00+00:00,
CC1R5C1,A,DF3G2,A,b,input,2014-10-01 07:00:00+00:00,
CC1R5C2,A,DF3F2,A,b,input,2014-10-01 07:00:00+00:00,
CC1R5C3,A,DF3B2,A,b,input,2014-10-01 07:00:00+00:00,
CC1R5C4,A,DF3A2,A,b,input,2014-10-01 07:00:00+00:00,
CC1R5C5,A,DF3C2,A,b,input,2014-10-01 07:00:00+00:00,
CC1R5C6,A,DF3D4,A,b,input,2014-10-01 07:00:00+00:00,
CC1R5C7,A,DF2F2,A,b,input,2014-10-01 07:00:00+00:00,
CC1R5C8,A,DF2G4,A,b,input,2014-10-01 07:00:00+00:00,
CC1R6C1,A,DF3G1,A,b,input,2014-10-01 07:00:00+00:00,
CC1R6C2,A,DF3F1,A,b,input,2014-10-01 07:00:00+00:00,
CC1R6C3,A,DF3B1,A,b,input,2014-10-01 07:00:00+00:00,
CC1R6C4,A,DF3A1,A,b,input,2014-10-01 07:00:00+00:00,
CC1R6C5,A,DF3C1,A,b,input,2014-10-01 07:00:00+00:00,
CC1R6C6,A,DF3D3,A,b,input,2014-10-01 07:00:00+00:00,
CC1R6C7,A,DF2F1,A,b,input,2014-10-01 07:00:00+00:00,
CC1R6C8,A,DF2G3,A,b,input,2014-10-01 07:00:00+00:00,
CC2R1C1,A,DF2A4,A,b,input,2014-10-01 07:00:00+00:00,
CC2R1C2,A,DF2B4,A,b,input,2014-10-01 07:00:00+00:00,
CC2R1C3,A,DF1E2,A,b,input,2014-10-01 07:00:00+00:00,
CC2R1C4,A,DF1E4,A,b,input,2014-10-01 07:00:00+00:00,
CC2R1C5,A,DF1G4,A,b,input,2014-10-01 07:00:00+00:00,
CC2R1C6,A,DF1H4,A,b,input,2014-10-01 07:00:00+00:00,
CC2R1C7,A,DF1B4,A,b,input,2014-10-01 07:00:00+00:00,
CC2R1C8,A,DF1D4,A,b,input,2014-10-01 07:00:00+00:00,
CC2R2C1,A,DF2A3,A,b,input,2014-10-01 07:00:00+00:00,
CC2R2C2,A,DF2B3,A,b,input,2014-10-01 07:00:00+00:00,
CC2R2C3,A,DF1E1,A,b,input,2014-10-01 07:00:00+00:00,
CC2R2C4,A,DF1E3,A,b,input,2014-10-01 07:00:00+00:00,
CC2R2C5,A,DF1G3,A,b,input,2014-10-01 07:00:00+00:00,
CC2R2C6,A,DF1H3,A,b,input,2014-10-01 07:00:00+00:00,
CC2R2C7,A,DF1B3,A,b,input,2014-10-01 07:00:00+00:00,
CC2R2C8,A,DF1D3,A,b,input,2014-10-01 07:00:00+00:00,
CC2R3C1,A,DF2A2,A,b,input,2014-10-01 07:00:00+00:00,
CC2R3C2,A,DF2D2,A,b,input,2014-10-01 07:00:00+00:00,
CC2R3C3,A,DF2D4,A,b,input,2014-10-01 07:00:00+00:00,
CC2R3C4,A,DF1F2,A,b,input,2014-10-01 07:00:00+00:00,
CC2R3C5,A,DF1F4,A,b,input,2014-10-01 07:00:00+00:00,
CC2R3C6,A,DF1A4,A,b,input,2014-10-01 07:00:00+00:00,
CC2R3C7,A,DF1B2,A,b,input,2014-10-01 07:00:00+00:00,
CC2R3C8,A,DF1D2,A,b,input,2014-10-01 07:00:00+00:00,
CC2R4C1,A,DF2A1,A,b,input,2014-10-01 07:00:00+00:00,
CC2R4C2,A,DF2D1,A,b,input,2014-10-01 07:00:00+00:00,
CC2R4C3,A,DF2D3,A,b,input,2014-10-01 07:00:00+00:00,
CC2R4C4,A,DF1F1,A,b,input,2014-10-01 07:00:00+00:00,
CC2R4C5,A,DF1F3,A,b,input,2014-10-01 07:00:00+00:00,
CC2R4C6,A,DF1A3,A,b,input,2014-10-01 07:00:00+00:00,
CC2R4C7,A,DF1B1,A,b,input,2014-10-01 07:00:00+00:00,
CC2R4C8,A,DF1D1,A,b,input,2014-10-01 07:00:00+00:00,
CC2R5C1,A,DF2B2,A,b,input,2014-10-01 07:00:00+00:00,
CC2R5C2,A,DF2C2,A,b,input,2014-10-01 07:00:00+00:00,
CC2R5C3,A,DF2C4,A,b,input,2014-10-01 07:00:00+00:00,
CC2R5C4,A,DF1H2,A,b,input,2014-10-01 07:00:00+00:00,
CC2R5C5,A,DF1G2,A,b,input,2014-10-01 07:00:00+00:00,
CC2R5C6,A,DF1A2,A,b,input,2014-10-01 07:00:00+00:00,
CC2R5C7,A,DF1C2,A,b,input,2014-10-01 07:00:00+00:00,
CC2R6C1,A,DF2B1,A,b,input,2014-10-01 07:00:00+00:00,
CC2R6C2,A,DF2C1,A,b,input,2014-10-01 07:00:00+00:00,
CC2R6C3,A,DF2C3,A,b,input,2014-10-01 07:00:00+00:00,
CC2R6C4,A,DF1H1,A,b,input,2014-10-01 07:00:00+00:00,
CC2R6C5,A,DF1G1,A,b,input,2014-10-01 07:00:00+00:00,
CC2R6C6,A,DF1A1,A,b,input,2014-10-01 07:00:00+00:00,
CC2R6C7,A,DF1C1,A,b,input,2014-10-01 07:00:00+00:00,
CC3R1C1,A,DF6G2,A,b,input,2014-10-01 07:00:00+00:00,
CC3R1C2,A,DF6G4,A,b,input,2014-10-01 07:00:00+00:00,
CC3R1C3,A,DF6H4,A,b,input,2014-10-01 07:00:00+00:00,
CC3R1C4,A,DF6B4,A,b,input,2014-10-01 07:00:00+00:00,
CC3R1C5,A,DF6C4,A,b,input,2014-10-01 07:00:00+00:00,
CC3R1C6,A,DF5E4,A,b,input,2014-10-01 07:00:00+00:00,
CC3R1C7,A,DF5F4,A,b,input,2014-10-01 07:00:00+00:00,
CC3R1C8,A,DF5H4,A,b,input,2014-10-01 07:00:00+00:00,
CC3R2C1,A,DF6G1,A,b,input,2014-10-01 07:00:00+00:00,
CC3R2C2,A,DF6G3,A,b,input,2014-10-01 07:00:00+00:00,
CC3R2C3,A,DF6H3,A,b,input,2014-10-01 07:00:00+00:00,
CC3R2C4,A,DF6B3,A,b,input,2014-10-01 07:00:00+00:00,
CC3R2C5,A,DF6C3,A,b,input,2014-10-01 07:00:00+00:00,
CC3R2C6,A,DF5E3,A,b,input,2014-10-01 07:00:00+00:00,
CC3R2C7,A,DF5F3,A,b,input,2014-10-01 07:00:00+00:00,
CC3R2C8,A,DF5H3,A,b,input,2014-10-01 07:00:00+00:00,
CC3R3C1,A,DF6F2,A,b,input,2014-10-01 07:00:00+00:00,
CC3R3C2,A,DF6F4,A,b,input,2014-10-01 07:00:00+00:00,
CC3R3C3,A,DF6H2,A,b,input,2014-10-01 07:00:00+00:00,
CC3R3C4,A,DF6A4,A,b,input,2014-10-01 07:00:00+00:00,
CC3R3C5,A,DF6C2,A,b,input,2014-10-01 07:00:00+00:00,
CC3R3C6,A,DF6D4,A,b,input,2014-10-01 07:00:00+00:00,
CC3R3C7,A,DF5F2,A,b,input,2014-10-01 07:00:00+00:00,
CC3R3C8,A,DF5G4,A,b,input,2014-10-01 07:00:00+00:00,
CC3R4C1,A,DF6F1,A,b,input,2014-10-01 07:00:00+00:00,
CC3R4C2,A,DF6F3,A,b,input,2014-10-01 07:00:00+00:00,
CC3R4C3,A,DF6H1,A,b,input,2014-10-01 07:00:00+00:00,
CC3R4C4,A,DF6A3,A,b,input,2014-10-01 07:00:00+00:00,
CC3R4C5,A,DF6C1,A,b,input,2014-10-01 07:00:00+00:00,
CC3R4C6,A,DF6D3,A,b,input,2014-10-01 07:00:00+00:00,
CC3R4C7,A,DF5F1,A,b,input,2014-10-01 07:00:00+00:00,
CC3R4C8,A,DF5G3,A,b,input,2014-10-01 07:00:00+00:00,
CC3R5C1,A,DF6E2,A,b,input,2014-10-01 07:00:00+00:00,
CC3R5C2,A,DF6E4,A,b,input,2014-10-01 07:00:00+00:00,
CC3R5C3,A,DF6B2,A,b,input,2014-10-01 07:00:00+00:00,
CC3R5C4,A,DF6A2,A,b,input,2014-10-01 07:00:00+00:00,
CC3R5C5,A,DF5E2,A,b,input,2014-10-01 07:00:00+00:00,
CC3R5C6,A,DF6D2,A,b,input,2014-10-01 07:00:00+00:00,
CC3R5C7,A,DF5H2,A,b,input,2014-10-01 07:00:00+00:00,
CC3R5C8,A,DF5G2,A,b,input,2014-10-01 07:00:00+00:00,
CC3R6C1,A,DF6E1,A,b,input,2014-10-01 07:00:00+00:00,
CC3R6C2,A,DF6E3,A,b,input,2014-10-01 07:00:00+00:00,
CC3R6C3,A,DF6B1,A,b,input,2014-10-01 07:00:00+00:00,
CC3R6C4,A,DF6A1,A,b,input,2014-10-01 07:00:00+00:00,
CC3R6C5,A,DF5E1,A,b,input,2014-10-01 07:00:00+00:00,
CC3R6C6,A,DF6D1,A,b,input,2014-10-01 07:00:00+00:00,
CC3R6C7,A,DF5H1,A,b,input,2014-10-01 07:00:00+00:00,
CC3R6C8,A,DF5G1,A,b,input,2014-10-01 07:00:00+00:00,
CC4R1C1,A,DF5B2,A,b,input,2014-10-01 07:00:00+00:00,
CC4R1C2,A,DF5C4,A,b,input,2014-10-01 07:00:00+00:00,
CC4R1C3,A,DF5D4,A,b,input,2014-10-01 07:00:00+00:00,
CC4R1C4,A,DF4F4,A,b,input,2014-10-01 07:00:00+00:00,
CC4R1C5,A,DF4G4,A,b,input,2014-10-01 07:00:00+00:00,
CC4R1C6,A,DF4A4,A,b,input,2014-10-01 07:00:00+00:00,
CC4R1C7,A,DF4B4,A,b,input,2014-10-01 07:00:00+00:00,
CC4R1C8,A,DF4D4,A,b,input,2014-10-01 07:00:00+00:00,
CC4R2C1,A,DF5B1,A,b,input,2014-10-01 07:00:00+00:00,
CC4R2C2,A,DF5C3,A,b,input,2014-10-01 07:00:00+00:00,
CC4R2C3,A,DF5D3,A,b,input,2014-10-01 07:00:00+00:00,
CC4R2C4,A,DF4F3,A,b,input,2014-10-01 07:00:00+00:00,
CC4R2C5,A,DF4G3,A,b,input,2014-10-01 07:00:00+00:00,
CC4R2C6,A,DF4A3,A,b,input,2014-10-01 07:00:00+00:00,
CC4R2C7,A,DF4B3,A,b,input,2014-10-01 07:00:00+00:00,
CC4R2C8,A,DF4D3,A,b,input,2014-10-01 07:00:00+00:00,
CC4R3C1,A,DF5A4,A,b,input,2014-10-01 07:00:00+00:00,
CC4R3C2,A,DF5C2,A,b,input,2014-10-01 07:00:00+00:00,
CC4R3C3,A,DF5D2,A,b,input,2014-10-01 07:00:00+00:00,
CC4R3C4,A,DF4E4,A,b,input,2014-10-01 07:00:00+00:00,
CC4R3C5,A,DF4G2,A,b,input,2014-10-01 07:00:00+00:00,
CC4R3C6,A,DF4H4,A,b,input,2014-10-01 07:00:00+00:00,
CC4R3C7,A,DF4B2,A,b,input,2014-10-01 07:00:00+00:00,
CC4R3C8,A,DF4C4,A,b,input,2014-10-01 07:00:00+00:00,
CC4R4C1,A,DF5A3,A,b,input,2014-10-01 07:00:00+00:00,
CC4R4C2,A,DF5C1,A,b,input,2014-10-01 07:00:00+00:00,
CC4R4C3,A,DF5D1,A,b,input,2014-10-01 07:00:00+00:00,
CC4R4C4,A,DF4E3,A,b,input,2014-10-01 07:00:00+00:00,
CC4R4C5,A,DF4G1,A,b,input,2014-10-01 07:00:00+00:00,
CC4R4C6,A,DF4H3,A,b,input,2014-10-01 07:00:00+00:00,
CC4R4C7,A,DF4B1,A,b,input,2014-10-01 07:00:00+00:00,
CC4R4C8,A,DF4C3,A,b,input,2014-10-01 07:00:00+00:00,
CC4R5C1,A,DF5A2,A,b,input,2014-10-01 07:00:00+00:00,
CC4R5C2,A,DF5B4,A,b,input,2014-10-01 07:00:00+00:00,
CC4R5C3,A,DF4F2,A,b,input,2014-10-01 07:00:00+00:00,
CC4R5C4,A,DF4E2,A,b,input,2014-10-01 07:00:00+00:00,
CC4R5C5,A,DF4A2,A,b,input,2014-10-01 07:00:00+00:00,
CC4R5C6,A,DF4H2,A,b,input,2014-10-01 07:00:00+00:00,
CC4R5C7,A,DF4D2,A,b,input,2014-10-01 07:00:00+00:00,
CC4R5C8,A,DF4C2,A,b,input,2014-10-01 07:00:00+00:00,
CC4R6C1,A,DF5A1,A,b,input,2014-10-01 07:00:00+00:00,
CC4R6C2,A,DF5B3,A,b,input,2014-10-01 07:00:00+00:00,
CC4R6C3,A,DF4F1,A,b,input,2014-10-01 07:00:00+00:00,
CC4R6C4,A,DF4E1,A,b,input,2014-10-01 07:00:00+00:00,
CC4R6C5,A,DF4A1,A,b,input,2014-10-01 07:00:00+00:00,
CC4R6C6,A,DF4H1,A,b,input,2014-10-01 07:00:00+00:00,
CC4R6C7,A,DF4D1,A,b,input,2014-10-01 07:00:00+00:00,
CC4R6C8,A,DF4C1,A,b,input,2014-10-01 07:00:00+00:00,
CC5R1C1,A,DF8E4,A,b,input,2014-10-01 07:00:00+00:00,
CC5R1C2,A,DF8F4,A,b,input,2014-10-01 07:00:00+00:00,
CC5R1C3,A,DF8H4,A,b,input,2014-10-01 07:00:00+00:00,
CC5R1C4,A,DF8B4,A,b,input,2014-10-01 07:00:00+00:00,
CC5R1C5,A,DF8C4,A,b,input,2014-10-01 07:00:00+00:00,
CC5R1C6,A,DF7E4,A,b,input,2014-10-01 07:00:00+00:00,
CC5R1C7,A,DF7F4,A,b,input,2014-10-01 07:00:00+00:00,
CC5R1C8,A,DF7H4,A,b,input,2014-10-01 07:00:00+00:00,
CC5R2C1,A,DF8E3,A,b,input,2014-10-01 07:00:00+00:00,
CC5R2C2,A,DF8F3,A,b,input,2014-10-01 07:00:00+00:00,
CC5R2C3,A,DF8H3,A,b,input,2014-10-01 07:00:00+00:00,
CC5R2C4,A,DF8B3,A,b,input,2014-10-01 07:00:00+00:00,
CC5R2C5,A,DF8C3,A,b,input,2014-10-01 07:00:00+00:00,
CC5R2C6,A,DF7E3,A,b,input,2014-10-01 07:00:00+00:00,
CC5R2C7,A,DF7F3,A,b,input,2014-10-01 07:00:00+00:00,
CC5R2C8,A,DF7H3,A,b,input,2014-10-01 07:00:00+00:00,
CC5R3C1,A,DF8E2,A,b,input,2014-10-01 07:00:00+00:00,
CC5R3C2,A,DF8H2,A,b,input,2014-10-01 07:00:00+00:00,
CC5R3C3,A,DF8G4,A,b,input,2014-10-01 07:00:00+00:00,
CC5R3C4,A,DF8A4,A,b,input,2014-10-01 07:00:00+00:00,
CC5R3C5,A,DF7E2,A,b,input,2014-10-01 07:00:00+00:00,
CC5R3C6,A,DF8D4,A,b,input,2014-10-01 07:00:00+00:00,
CC5R3C7,A,DF7F2,A,b,input,2014-10-01 07:00:00+00:00,
CC5R3C8,A,DF7G4,A,b,input,2014-10-01 07:00:00+00:00,
CC5R4C1,A,DF8E1,A,b,input,2014-10-01 07:00:00+00:00,
CC5R4C2,A,DF8H1,A,b,input,2014-10-01 07:00:00+00:00,
CC5R4C3,A,DF8G3,A,b,input,2014-10-01 07:00:00+00:00,
CC5R4C4,A,DF8A3,A,b,input,2014-10-01 07:00:00+00:00,
CC5R4C5,A,DF7E1,A,b,input,2014-10-01 07:00:00+00:00,
CC5R4C6,A,DF8D3,A,b,input,2014-10-01 07:00:00+00:00,
CC5R4C7,A,DF7F1,A,b,input,2014-10-01 07:00:00+00:00,
CC5R4C8,A,DF7G3,A,b,input,2014-10-01 07:00:00+00:00,
CC5R5C1,A,DF8F2,A,b,input,2014-10-01 07:00:00+00:00,
CC5R5C2,A,DF8G2,A,b,input,2014-10-01 07:00:00+00:00,
CC5R5C3,A,DF8B2,A,b,input,2014-10-01 07:00:00+00:00,
CC5R5C4,A,DF8A2,A,b,input,2014-10-01 07:00:00+00:00,
CC5R5C5,A,DF8C2,A,b,input,2014-10-01 07:00:00+00:00,
CC5R5C6,A,DF8D2,A,b,input,2014-10-01 07:00:00+00:00,
CC5R5C7,A,DF7H2,A,b,input,2014-10-01 07:00:00+00:00,
CC5R5C8,A,DF7G2,A,b,input,2014-10-01 07:00:00+00:00,
CC5R6C1,A,DF8F1,A,b,input,2014-10-01 07:00:00+00:00,
CC5R6C2,A,DF8G1,A,b,input,2014-10-01 07:00:00+00:00,
CC5R6C3,A,DF8B1,A,b,input,2014-10-01 07:00:00+00:00,
CC5R6C4,A,DF8A1,A,b,input,2014-10-01 07:00:00+00:00,
CC5R6C5,A,DF8C1,A,b,input,2014-10-01 07:00:00+00:00,
CC5R6C6,A,DF8D1,A,b,input,2014-10-01 07:00:00+00:00,
CC5R6C7,A,DF7H1,A,b,input,2014-10-01 07:00:00+00:00,
CC5R6C8,A,DF7G1,A,b,input,2014-10-01 07:00:00+00:00,
CC6R1C1,A,DF7A2,A,b,input,2014-10-01 07:00:00+00:00,
CC6R1C2,A,DF7A4,A,b,input,2014-10-01 07:00:00+00:00,
CC6R1C3,A,DF7B2,A,b,input,2014-10-01 07:00:00+00:00,
CC6R1C4,A,DF7B4,A,b,input,2014-10-01 07:00:00+00:00,
CC6R1C5,A,DF7C2,A,b,input,2014-10-01 07:00:00+00:00,
CC6R1C6,A,DF7C4,A,b,input,2014-10-01 07:00:00+00:00,
CC6R1C7,A,DF7D2,A,b,input,2014-10-01 07:00:00+00:00,
CC6R1C8,A,DF7D4,A,b,input,2014-10-01 07:00:00+00:00,
CC6R2C1,A,DF7A1,A,b,input,2014-10-01 07:00:00+00:00,
CC6R2C2,A,DF7A3,A,b,input,2014-10-01 07:00:00+00:00,
CC6R2C3,A,DF7B1,A,b,input,2014-10-01 07:00:00+00:00,
CC6R2C4,A,DF7B3,A,b,input,2014-10-01 07:00:00+00:00,
CC6R2C5,A,DF7C1,A,b,input,2014-10-01 07:00:00+00:00,
CC6R2C6,A,DF7C3,A,b,input,2014-10-01 07:00:00+00:00,
CC6R2C7,A,DF7D1,A,b,input,2014-10-01 07:00:00+00:00,
CC6R2C8,A,DF7D3,A,b,input,2014-10-01 07:00:00+00:00,
CR1A1E,A,CC1R1C1,A,b,a,2014-10-01 07:00:00+00:00,
CR1A1N,A,CC1R2C1,A,b,a,2014-10-01 07:00:00+00:00,
CR1A2E,A,CC1R1C2,A,b,a,2014-10-01 07:00:00+00:00,
CR1A2N,A,CC1R2C2,A,b,a,2014-10-01 07:00:00+00:00,
CR1A3E,A,CC1R1C3,A,b,a,2014-10-01 07:00:00+00:00,
CR1A3N,A,CC1R2C3,A,b,a,2014-10-01 07:00:00+00:00,
CR1A4E,A,CC1R1C4,A,b,a,2014-10-01 07:00:00+00:00,
CR1A4N,A,CC1R2C4,A,b,a,2014-10-01 07:00:00+00:00,
CR1A5E,A,CC1R1C5,A,b,a,2014-10-01 07:00:00+00:00,
CR1A5N,A,CC1R2C5,A,b,a,2014-10-01 07:00:00+00:00,
CR1A6E,A,CC1R1C6,A,b,a,2014-10-01 07:00:00+00:00,
CR1A6N,A,CC1R2C6,A,b,a,2014-10-01 07:00:00+00:00,
CR1A7E,A,CC1R1C7,A,b,a,2014-10-01 07:00:00+00:00,
CR1A7N,A,CC1R2C7,A,b,a,2014-10-01 07:00:00+00:00,
CR1A8E,A,CC1R1C8,A,b,a,2014-10-01 07:00:00+00:00,
CR1A8N,A,CC1R2C8,A,b,a,2014-10-01 07:00:00+00:00,
CR1B1E,A,CC1R3C1,A,b,a,2014-10-01 07:00:00+00:00,
CR1B1N,A,CC1R4C1,A,b,a,2014-10-01 07:00:00+00:00,
CR1B2E,A,CC1R3C2,A,b,a,2014-10-01 07:00:00+00:00,
CR1B2N,A,CC1R4C2,A,b,a,2014-10-01 07:00:00+00:00,
CR1B3E,A,CC1R3C3,A,b,a,2014-10-01 07:00:00+00:00,
CR1B3N,A,CC1R4C3,A,b,a,2014-10-01 07:00:00+00:00,
CR1B4E,A,CC1R3C4,A,b,a,2014-10-01 07:00:00+00:00,
CR1B4N,A,CC1R4C4,A,b,a,2014-10-01 07:00:00+00:00,
CR1B5E,A,CC1R3C5,A,b,a,2014-10-01 07:00:00+00:00,
CR1B5N,A,CC1R4C5,A,b,a,2014-10-01 07:00:00+00:00,
CR1B6E,A,CC1R3C6,A,b,a,2014-10-01 07:00:00+00:00,
CR1B6N,A,CC1R4C6,A,b,a,2014-10-01 07:00:00+00:00,
CR1B7E,A,CC1R3C7,A,b,a,2014-10-01 07:00:00+00:00,
CR1B7N,A,CC1R4C7,A,b,a,2014-10-01 07:00:00+00:00,
CR1B8E,A,CC1R3C8,A,b,a,2014-10-01 07:00:00+00:00,
CR1B8N,A,CC1R4C8,A,b,a,2014-10-01 07:00:00+00:00,
CR2A1E,A,CC1R5C1,A,b,a,2014-10-01 07:00:00+00:00,
CR2A1N,A,CC1R6C1,A,b,a,2014-10-01 07:00:00+00:00,
CR2A2E,A,CC1R5C2,A,b,a,2014-10-01 07:00:00+00:00,
CR2A2N,A,CC1R6C2,A,b,a,2014-10-01 07:00:00+00:00,
CR2A3E,A,CC1R5C3,A,b,a,2014-10-01 07:00:00+00:00,
CR2A3N,A,CC1R6C3,A,b,a,2014-10-01 07:00:00+00:00,
CR2A4E,A,CC1R5C4,A,b,a,2014-10-01 07:00:00+00:00,
CR2A4N,A,CC1R6C4,A,b,a,2014-10-01 07:00:00+00:00,
CR2A5E,A,CC1R5C5,A,b,a,2014-10-01 07:00:00+00:00,
CR2A5N,A,CC1R6C5,A,b,a,2014-10-01 07:00:00+00:00,
CR2A6E,A,CC1R5C6,A,b,a,2014-10-01 07:00:00+00:00,
CR2A6N,A,CC1R6C6,A,b,a,2014-10-01 07:00:00+00:00,
CR2A7E,A,CC1R5C7,A,b,a,2014-10-01 07:00:00+00:00,
CR2A7N,A,CC1R6C7,A,b,a,2014-10-01 07:00:00+00:00,
CR2A8E,A,CC1R5C8,A,b,a,2014-10-01 07:00:00+00:00,
CR2A8N,A,CC1R6C8,A,b,a,2014-10-01 07:00:00+00:00,
CR2B1E,A,CC2R1C1,A,b,a,2014-10-01 07:00:00+00:00,
CR2B1N,A,CC2R2C1,A,b,a,2014-10-01 07:00:00+00:00,
CR2B2E,A,CC2R1C2,A,b,a,2014-10-01 07:00:00+00:00,
CR2B2N,A,CC2R2C2,A,b,a,2014-10-01 07:00:00+00:00,
CR2B3E,A,CC2R1C3,A,b,a,2014-10-01 07:00:00+00:00,
CR2B3N,A,CC2R2C3,A,b,a,2014-10-01 07:00:00+00:00,
CR2B4E,A,CC2R1C4,A,b,a,2014-10-01 07:00:00+00:00,
CR2B4N,A,CC2R2C4,A,b,a,2014-10-01 07:00:00+00:00,
CR2B5E,A,CC2R1C5,A,b,a,2014-10-01 07:00:00+00:00,
CR2B5N,A,CC2R2C5,A,b,a,2014-10-01 07:00:00+00:00,
CR2B6E,A,CC2R1C6,A,b,a,2014-10-01 07:00:00+00:00,
CR2B6N,A,CC2R2C6,A,b,a,2014-10-01 07:00:00+00:00,
CR2B7E,A,CC2R1C7,A,b,a,2014-10-01 07:00:00+00:00,
CR2B7N,A,CC2R2C7,A,b,a,2014-10-01 07:00:00+00:00,
CR2B8E,A,CC2R1C8,A,b,a,2014-10-01 07:00:00+00:00,
CR2B8N,A,CC2R2C8,A,b,a,2014-10-01 07:00:00+00:00,
CR3A1E,A,CC2R3C1,A,b,a,2014-10-01 07:00:00+00:00,
CR3A1N,A,CC2R4C1,A,b,a,2014-10-01 07:00:00+00:00,
CR3A2E,A,CC2R3C2,A,b,a,2014-10-01 07:00:00+00:00,
CR3A2N,A,CC2R4C2,A,b,a,2014-10-01 07:00:00+00:00,
CR3A3E,A,CC2R3C3,A,b,a,2014-10-01 07:00:00+00:00,
CR3A3N,A,CC2R4C3,A,b,a,2014-10-01 07:00:00+00:00,
CR3A4E,A,CC2R3C4,A,b,a,2014-10-01 07:00:00+00:00,
CR3A4N,A,CC2R4C4,A,b,a,2014-10-01 07:00:00+00:00,
CR3A5E,A,CC2R3C5,A,b,a,2014-10-01 07:00:00+00:00,
CR3A5N,A,CC2R4C5,A,b,a,2014-10-01 07:00:00+00:00,
CR3A6E,A,CC2R3C6,A,b,a,2014-10-01 07:00:00+00:00,
CR3A6N,A,CC2R4C6,A,b,a,2014-10-01 07:00:00+00:00,
CR3A7E,A,CC2R3C7,A,b,a,2014-10-01 07:00:00+00:00,
CR3A7N,A,CC2R4C7,A,b,a,2014-10-01 07:00:00+00:00,
CR3A8E,A,CC2R3C8,A,b,a,2014-10-01 07:00:00+00:00,
CR3A8N,A,CC2R4C8,A,b,a,2014-10-01 07:00:00+00:00,
CR3B1E,A,CC2R5C1,A,b,a,2014-10-01 07:00:00+00:00,
CR3B1N,A,CC2R6C1,A,b,a,2014-10-01 07:00:00+00:00,
CR3B2E,A,CC2R5C2,A,b,a,2014-10-01 07:00:00+00:00,
CR3B2N,A,CC2R6C2,A,b,a,2014-10-01 07:00:00+00:00,
CR3B3E,A,CC2R5C3,A,b,a,2014-10-01 07:00:00+00:00,
CR3B3N,A,CC2R6C3,A,b,a,2014-10-01 07:00:00+00:00,
CR3B4E,A,CC2R5C4,A,b,a,2014-10-01 07:00:00+00:00,
CR3B4N,A,CC2R6C4,A,b,a,2014-10-01 07:00:00+00:00,
CR3B5E,A,CC2R5C5,A,b,a,2014-10-01 07:00:00+00:00,
CR3B5N,A,CC2R6C5,A,b,a,2014-10-01 07:00:00+00:00,
CR3B6E,A,CC2R5C6,A,b,a,2014-10-01 07:00:00+00:00,
CR3B6N,A,CC2R6C6,A,b,a,2014-10-01 07:00:00+00:00,
CR3B7E,A,CC2R5C7,A,b,a,2014-10-01 07:00:00+00:00,
CR3B7N,A,CC2R6C7,A,b,a,2014-10-01 07:00:00+00:00,
CR4A1E,A,CC3R1C1,A,b,a,2014-10-01 07:00:00+00:00,
CR4A1N,A,CC3R2C1,A,b,a,2014-10-01 07:00:00+00:00,
CR4A2E,A,CC3R1C2,A,b,a,2014-10-01 07:00:00+00:00,
CR4A2N,A,CC3R2C2,A,b,a,2014-10-01 07:00:00+00:00,
CR4A3E,A,CC3R1C3,A,b,a,2014-10-01 07:00:00+00:00,
CR4A3N,A,CC3R2C3,A,b,a,2014-10-01 07:00:00+00:00,
CR4A4E,A,CC3R1C4,A,b,a,2014-10-01 07:00:00+00:00,
CR4A4N,A,CC3R2C4,A,b,a,2014-10-01 07:00:00+00:00,
CR4A5E,A,CC3R1C5,A,b,a,2014-10-01 07:00:00+00:00,
CR4A5N,A,CC3R2C5,A,b,a,2014-10-01 07:00:00+00:00,
CR4A6E,A,CC3R1C6,A,b,a,2014-10-01 07:00:00+00:00,
CR4A6N,A,CC3R2C6,A,b,a,2014-10-01 07:00:00+00:00,
CR4A7E,A,CC3R1C7,A,b,a,2014-10-01 07:00:00+00:00,
CR4A7N,A,CC3R2C7,A,b,a,2014-10-01 07:00:00+00:00,
CR4A8E,A,CC3R1C8,A,b,a,2014-10-01 07:00:00+00:00,
CR4A8N,A,CC3R2C8,A,b,a,2014-10-01 07:00:00+00:00,
CR4B1E,A,CC3R3C1,A,b,a,2014-10-01 07:00:00+00:00,
CR4B1N,A,CC3R4C1,A,b,a,2014-10-01 07:00:00+00:00,
CR4B2E,A,CC3R3C2,A,b,a,2014-10-01 07:00:00+00:00,
CR4B2N,A,CC3R4C2,A,b,a,2014-10-01 07:00:00+00:00,
CR4B3E,A,CC3R3C3,A,b,a,2014-10-01 07:00:00+00:00,
CR4B3N,A,CC3R4C3,A,b,a,2014-10-01 07:00:00+00:00,
CR4B4E,A,CC3R3C4,A,b,a,2014-10-01 07:00:00+00:00,
