upstream_part,up_part_rev,downstream_part,down_part_rev,upstream_output_port,downstream_input_port,start_date,stop_date
A25,A,FDP25,A,focus,input,2014-10-01 07:00:00+00:00,2016-05-01 21:00:00
A26,A,FDP26,A,focus,input,2014-10-01 07:00:00+00:00,
A27,A,FDP27,A,focus,input,2014-10-01 07:00:00+00:00,
A28,A,FDP28,A,focus,input,2014-10-01 07:00:00+00:00,
A29,A,FDP29,A,focus,input,2014-10-01 07:00:00+00:00,
A2,A,FDP2,A,focus,input,2014-10-01 07:00:00+00:00,
A30,A,FDP30,A,focus,input,2014-10-01 07:00:00+00:00,
A31,A,FDA31,A,focus,input,2014-10-01 07:00:00+00:00,
A32,A,FDP32,A,focus,input,2014-10-01 07:00:00+00:00,
A33,A,FDP33,A,focus,input,2014-10-01 07:00:00+00:00,2016-05-01 21:00:00
A34,A,FDP34,A,focus,input,2014-10-01 07:00:00+00:00,
A35,A,FDP35,A,focus,input,2014-10-01 07:00:00+00:00,2016-05-01 21:00:00
A36,A,FDP36,A,focus,input,2014-10-01 07:00:00+00:00,
A37,A,FDP37,A,focus,input,2014-10-01 07:00:00+00:00,
A38,A,FDP38,A,focus,input,2014-10-01 07:00:00+00:00,
A39,A,FDP39,A,focus,input,2014-10-01 07:00:00+00:00,
A3,A,FDP3,A,focus,input,2014-10-01 07:00:00+00:00,
A40,A,FDP40,A,focus,input,2014-10-01 07:00:00+00:00,
A41,A,FDP41,A,focus,input,2014-10-01 07:00:00+00:00,2016-05-01 21:00:00
A42,A,FDP42,A,focus,input,2014-10-01 07:00:00+00:00,
A43,A,FDA43,A,focus,input,2014-10-01 07:00:00+00:00,
A44,A,FDP44,A,focus,input,2014-10-01 07:00:00+00:00,
A45,A,FDP45,A,focus,input,2014-10-01 07:00:00+00:00,
A46,A,FDP46,A,focus,input,2014-10-01 07:00:00+00:00,
A47,A,FDP47,A,focus,input,2014-10-01 07:00:00+00:00,
A48,A,FDP48,A,focus,input,2014-10-01 07:00:00+00:00,
A49,A,FDP49,A,focus,input,2014-10-01 07:00:00+00:00,
A4,A,FDP4,A,focus,input,2014-10-01 07:00:00+00:00,
A50,A,FDP50,A,focus,input,2014-10-01 07:00:00+00:00,
A51,A,FDP51,A,focus,input,2014-10-01 07:00:00+00:00,
A52,A,FDP52,A,focus,input,2014-10-01 07:00:00+00:00,
A53,A,FDA53,A,focus,input,2014-10-01 07:00:00+00:00,
A54,A,FDP54,A,focus,input,2014-10-01 07:00:00+00:00,
A55,A,FDP55,A,focus,input,2014-10-01 07:00:00+00:00,
A56,A,FDP56,A,focus,input,2014-10-01 07:00:00+00:00,
A57,A,FDP57,A,focus,input,2014-10-01 07:00:00+00:00,
A58,A,FDP58,A,focus,input,2014-10-01 07:00:00+00:00,
A59,A,FDP59,A,focus,input,2014-10-01 07:00:00+00:00,
A5,A,FDP5,A,focus,input,2014-10-01 07:00:00+00:00,
A60,A,FDP60,A,focus,input,2014-10-01 07:00:00+00:00,
A61,A,FDP61,A,focus,input,2014-10-01 07:00:00+00:00,
A62,A,FDP62,A,focus,input,2014-10-01 07:00:00+00:00,
A63,A,FDP63,A,focus,input,2014-10-01 07:00:00+00:00,
A64,A,FDA64,A,focus,input,2014-10-01 07:00:00+00:00,
A65,A,FDA65,A,focus,input,2014-10-01 07:00:00+00:00,
A66,A,FDP66,A,focus,input,2014-10-01 07:00:00+00:00,
A67,A,FDP67,A,focus,input,2014-10-01 07:00:00+00:00,
A68,A,FDP68,A,focus,input,2014-10-01 07:00:00+00:00,
A69,A,FDP69,A,focus,input,2014-10-01 07:00:00+00:00,
A6,A,FDP6,A,focus,input,2014-10-01 07:00:00+00:00,
A70,A,FDP70,A,focus,input,2014-10-01 07:00:00+00:00,
A71,A,FDP71,A,focus,input,2014-10-01 07:00:00+00:00,
A72,A,FDA72,A,focus,input,2014-10-01 07:00:00+00:00,
A73,A,FDP73,A,focus,input,2014-10-01 07:00:00+00:00,
A74,A,FDP74,A,focus,input,2014-10-01 07:00:00+00:00,
A75,A,FDP75,A,focus,input,2014-10-01 07:00:00+00:00,2016-05-01 21:00:00
A76,A,FDP76,A,focus,input,2014-10-01 07:00:00+00:00,
A77,A,FDP77,A,focus,input,2014-10-01 07:00:00+00:00,
A78,A,FDP78,A,focus,input,2014-10-01 07:00:00+00:00,
A79,A,FDP79,A,focus,input,2014-10-01 07:00:00+00:00,
A7,A,FDP7,A,focus,input,2014-10-01 07:00:00+00:00,
A80,A,FDA80,A,focus,input,2014-10-01 07:00:00+00:00,
A81,A,FDA81,A,focus,input,2014-10-01 07:00:00+00:00,
A82,A,FDP82,A,focus,input,2014-10-01 07:00:00+00:00,
A83,A,FDP83,A,focus,input,2014-10-01 07:00:00+00:00,
A84,A,FDP84,A,focus,input,2014-10-01 07:00:00+00:00,
A85,A,FDP85,A,focus,input,2014-10-01 07:00:00+00:00,
A86,A,FDP86,A,focus,input,2014-10-01 07:00:00+00:00,
A87,A,FDP87,A,focus,input,2014-10-01 07:00:00+00:00,
A88,A,FDA88,A,focus,input,2014-10-01 07:00:00+00:00,
A89,A,FDA89,A,focus,input,2014-10-01 07:00:00+00:00,
A8,A,FDP8,A,focus,input,2014-10-01 07:00:00+00:00,2016-05-01 21:00:00
A90,A,FDP90,A,focus,input,2014-10-01 07:00:00+00:00,
A91,A,FDP91,A,focus,input,2014-10-01 07:00:00+00:00,2016-05-01 21:00:00
A92,A,FDP92,A,focus,input,2014-10-01 07:00:00+00:00,
A93,A,FDP93,A,focus,input,2014-10-01 07:00:00+00:00,
A94,A,FDP94,A,focus,input,2014-10-01 07:00:00+00:00,
A95,A,FDP95,A,focus,input,2014-10-01 07:00:00+00:00,
A96,A,FDA96,A,focus,input,2014-10-01 07:00:00+00:00,
A97,A,FDA97,A,focus,input,2014-10-01 07:00:00+00:00,
A98,A,FDP98,A,focus,input,2014-10-01 07:00:00+00:00,
A99,A,FDP99,A,focus,input,2014-10-01 07:00:00+00:00,
A9,A,FDA9,A,focus,input,2014-10-01 07:00:00+00:00,
C7F0,A,RI8A3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F0,A,RI8A3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F100,A,RI4A3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F100,A,RI4A3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F101,A,RI4A6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F101,A,RI4A6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F102,A,RI5B7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F102,A,RI5B7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F103,A,RI5A2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F103,A,RI5A2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F104,A,RI3B7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F104,A,RI3B7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F105,A,RI3A2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F105,A,RI3A2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F106,A,RI4B6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F106,A,RI4B6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F107,A,RI3B3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F107,A,RI3B3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F108,A,RI5A1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F108,A,RI5A1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F109,A,RI4B1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F109,A,RI4B1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F10,A,RI2B1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F10,A,RI2B1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F110,A,RI5A7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F110,A,RI5A7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F111,A,RI5B2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F111,A,RI5B2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F112,A,RI3A8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F112,A,RI3A8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F114,A,RI8B4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F114,A,RI8B4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F115,A,RI8B6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F115,A,RI8B6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F116,A,RI6A1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F116,A,RI6A1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F117,A,RI8A7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F117,A,RI8A7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F118,A,RI8B8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F118,A,RI8B8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F119,A,RI8B3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F119,A,RI8B3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F11,A,RI1B5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F11,A,RI1B5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F120,A,RI8A2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F120,A,RI8A2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F121,A,RI8A5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F121,A,RI8A5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F122,A,RI6B4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F122,A,RI6B4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F123,A,RI6A3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F123,A,RI6A3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F124,A,RI6A5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F124,A,RI6A5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F125,A,RI8A8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F125,A,RI8A8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F126,A,RI8B7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F126,A,RI8B7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F127,A,RI8A4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F127,A,RI8A4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F12,A,RI6B7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F12,A,RI6B7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F13,A,RI8A1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F13,A,RI8A1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F14,A,RI8B5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F14,A,RI8B5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F15,A,RI1A7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F15,A,RI1A7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F16,A,RI1B3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F16,A,RI1B3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F17,A,RI6B3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F17,A,RI6B3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F18,A,RI7B7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F18,A,RI7B7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F19,A,RI1B1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F19,A,RI1B1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F1,A,RI2B5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F1,A,RI2B5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F20,A,RI1A3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F20,A,RI1A3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F21,A,RI1A4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F21,A,RI1A4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F22,A,RI2A8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F22,A,RI2A8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F23,A,RI7A4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F23,A,RI7A4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F24,A,RI6A2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F24,A,RI6A2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F25,A,RI2A6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F25,A,RI2A6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F26,A,RI8B2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F26,A,RI8B2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F27,A,RI7B8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F27,A,RI7B8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F28,A,RI6A8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F28,A,RI6A8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F29,A,RI1B4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F29,A,RI1B4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F2,A,RI1A8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F2,A,RI1A8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F30,A,RI6B8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F30,A,RI6B8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F31,A,RI1A6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F31,A,RI1A6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F32,A,RI7A8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F32,A,RI7A8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F33,A,RI1B7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F33,A,RI1B7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F34,A,RI7A7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F34,A,RI7A7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F35,A,RI2B4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F35,A,RI2B4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F36,A,RI7B4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F36,A,RI7B4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F37,A,RI1A2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F37,A,RI1A2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F38,A,RI6A6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F38,A,RI6A6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F39,A,RI7B2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F39,A,RI7B2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F3,A,RI2A3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F3,A,RI2A3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F40,A,RI6B6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F40,A,RI6B6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F41,A,RI2A4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F41,A,RI2A4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F42,A,RI1B6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F42,A,RI1B6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F43,A,RI2A7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F43,A,RI2A7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F44,A,RI8A6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F44,A,RI8A6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F45,A,RI2B7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F45,A,RI2B7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F46,A,RI7A2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F46,A,RI7A2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F47,A,RI1B8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F47,A,RI1B8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F48,A,RI7A5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F48,A,RI7A5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F49,A,RI2A5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F49,A,RI2A5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F4,A,RI6B1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F4,A,RI6B1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F50,A,RI7B1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F50,A,RI7B1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F51,A,RI8B1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F51,A,RI8B1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F52,A,RI7A3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F52,A,RI7A3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F53,A,RI2B8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F53,A,RI2B8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F54,A,RI6A7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F54,A,RI6A7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F55,A,RI7A1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F55,A,RI7A1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F56,A,RI7B6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F56,A,RI7B6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F57,A,RI6A4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F57,A,RI6A4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F58,A,RI2B2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F58,A,RI2B2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F59,A,RI7B5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F59,A,RI7B5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F5,A,RI6B2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F5,A,RI6B2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F60,A,RI7A6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F60,A,RI7A6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F61,A,RI1A1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F61,A,RI1A1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F62,A,RI6B5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F62,A,RI6B5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F63,A,RI2B6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F63,A,RI2B6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F64,A,RI3A3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F64,A,RI3A3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F65,A,RI2A1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F65,A,RI2A1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F66,A,RI3B5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F66,A,RI3B5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F67,A,RI5B1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F67,A,RI5B1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F68,A,RI4A4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F68,A,RI4A4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F69,A,RI5A8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F69,A,RI5A8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F6,A,RI1B2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F6,A,RI1B2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F70,A,RI5B3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F70,A,RI5B3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F71,A,RI5A4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F71,A,RI5A4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F72,A,RI3B2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F72,A,RI3B2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F73,A,RI3A5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F73,A,RI3A5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F74,A,RI4B4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F74,A,RI4B4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F75,A,RI3A6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F75,A,RI3A6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F76,A,RI4A5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F76,A,RI4A5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F77,A,RI4B2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F77,A,RI4B2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F78,A,RI5B4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F78,A,RI5B4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F79,A,RI5A5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F79,A,RI5A5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F7,A,RI7B3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F7,A,RI7B3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F80,A,RI3B4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F80,A,RI3B4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F81,A,RI3A4E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F81,A,RI3A4N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F82,A,RI4B7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F82,A,RI4B7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F83,A,RI4A8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F83,A,RI4A8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F84,A,RI4B3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F84,A,RI4B3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F85,A,RI5B8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F85,A,RI5B8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F86,A,RI5B6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F86,A,RI5B6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F87,A,RI5B5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F87,A,RI5B5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F88,A,RI3A7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F88,A,RI3A7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F89,A,RI3B6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F89,A,RI3B6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F8,A,RI1A5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F8,A,RI1A5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F90,A,RI4A7E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F90,A,RI4A7N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F91,A,RI3B1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F91,A,RI3B1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F92,A,RI4B5E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F92,A,RI4B5N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F93,A,RI4A1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F93,A,RI4A1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F94,A,RI5A6E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F94,A,RI5A6N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F95,A,RI5A3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F95,A,RI5A3N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F96,A,RI2A2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F96,A,RI2A2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F97,A,RI3A1E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F97,A,RI3A1N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F98,A,RI4A2E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F98,A,RI4A2N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F99,A,RI4B8E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F99,A,RI4B8N,A,nb,a,2014-10-01 07:00:00+00:00,
C7F9,A,RI2B3E,A,eb,a,2014-10-01 07:00:00+00:00,
C7F9,A,RI2B3N,A,nb,a,2014-10-01 07:00:00+00:00,
CC1R1C1,A,DF3E4,A,b,input,2014-10-01 07:00:00+00:00,
CC1R1C2,A,DF3G4,A,b,input,2014-10-01 07:00:00+00:00,
CC1R1C3,A,DF3H4,A,b,input,2014-10-01 07:00:00+00:00,
CC1R1C4,A,DF3B4,A,b,input,2014-10-01 07:00:00+00:00,
CC1R1C5,A,DF3D2,A,b,input,2014-10-01 07:00:00+00:00,
CC1R1C6,A,DF2E4,A,b,input,2014-10-01 07:00:00+00:00,
CC1R1C7,A,DF2G2,A,b,input,2014-10-01 07:00:00+00:00,
CC1R1C8,A,DF2H4,A,b,input,2014-10-01 07:00:00+00:00,
CC1R2C1,A,DF3E3,A,b,input,2014-10-01 07:00:00+00:00,
CC1R2C2,A,DF3G3,A,b,input,2014-10-01 07:00:00+00:00,
CC1R2C3,A,DF3H3,A,b,input,2014-10-01 07:00:00+00:00,
CC1R2C4,A,DF3B3,A,b,input,2014-10-01 07:00:00+00:00,
CC1R2C5,A,DF3D1,A,b,input,2014-10-01 07:00:00+00:00,
CC1R2C6,A,DF2E3,A,b,input,2014-10-01 07:00:00+00:00,
CC1R2C7,A,DF2G1,A,b,input,2014-10-01 07:00:00+00:00,
CC1R2C8,A,DF2H3,A,b,input,2014-10-01 07:00:00+00:00,
CC1R3C1,A,DF3E2,A,b,input,2014-10-01 07:00:00+00:00,
CC1R3C2,A,DF3F4,A,b,input,2014-10-01 07:00:00+00:00,
CC1R3C3,A,DF3H2,A,b,input,2014-10-01 07:00:00+00:00,
CC1R3C4,A,DF3A4,A,b,input,2014-10-01 07:00:00+00:00,
CC1R3C5,A,DF3C4,A,b,input,2014-10-01 07:00:00+00:00,
CC1R3C6,A,DF2E2,A,b,input,2014-10-01 07:00:00+00:00,
CC1R3C7,A,DF2F4,A,b,input,2014-10-01 07:00:00+00:00,
CC1R3C8,A,DF2H2,A,b,input,2014-10-01 07:00:00+00:00,
CC1R4C1,A,DF3E1,A,b,input,2014-10-01 07:00:00+00:00,
CC1R4C2,A,DF3F3,A,b,input,2014-10-01 07:00:00+00:00,
